year  mon  day  hour  min  bmp180_temp  bmp180_pres  bmp180_slp  bmp180_alt  bmp280_temp  bmp280_pres  bmp280_slp  bmp280_alt  bme_temp  bme_pres  bme_slp  bme_alt  bme_hum  htu_temp  htu_hum  mcp9808  tipping  vis_light  ir_light  uv_light  wind_dir  wind_speed
2023   07   10    00   00      -999.99      -999.99     -999.99     -999.99        26.93       986.52     1017.69      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     25.20  -999.99    25.60     1.00     260.00    255.00      2.00   -999.99        4.40
2023   07   10    00   01      -999.99      -999.99     -999.99     -999.99        26.80       986.53     1017.72      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     25.10  -999.99    25.40     0.60     260.00    255.00      2.00   -999.99        2.62
2023   07   10    00   02      -999.99      -999.99     -999.99     -999.99        26.70       986.50     1017.70      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     25.00  -999.99    25.30     0.00     260.00    253.00      2.00   -999.99        3.91
2023   07   10    00   03      -999.99      -999.99     -999.99     -999.99        26.62       986.47     1017.67      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.90  -999.99    25.20     0.00     261.00    253.00      2.00   -999.99        2.55
2023   07   10    00   04      -999.99      -999.99     -999.99     -999.99        26.58       986.46     1017.67      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.20     0.20     259.00    254.00      1.00   -999.99        2.80
2023   07   10    00   05      -999.99      -999.99     -999.99     -999.99        26.54       986.50     1017.71      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.20     0.00     261.00    252.00      2.00   -999.99        3.01
2023   07   10    00   06      -999.99      -999.99     -999.99     -999.99        26.55       986.54     1017.75      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.20     0.00     261.00    253.00      2.00   -999.99        3.35
2023   07   10    00   07      -999.99      -999.99     -999.99     -999.99        26.56       986.57     1017.78      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.20     0.00     260.00    254.00      2.00   -999.99        3.19
2023   07   10    00   08      -999.99      -999.99     -999.99     -999.99        26.58       986.64     1017.85      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.30     0.00     259.00    254.00      1.00   -999.99        3.09
2023   07   10    00   09      -999.99      -999.99     -999.99     -999.99        26.59       986.61     1017.82      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.40     0.00     261.00    254.00      2.00   -999.99        3.06
2023   07   10    00   10      -999.99      -999.99     -999.99     -999.99        26.59       986.49     1017.70      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.30     0.00     261.00    253.00      2.00   -999.99        3.17
2023   07   10    00   11      -999.99      -999.99     -999.99     -999.99        26.55       986.54     1017.75      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.80  -999.99    25.30     0.00     260.00    253.00      2.00   -999.99        3.71
2023   07   10    00   12      -999.99      -999.99     -999.99     -999.99        26.52       986.58     1017.80      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     262.00    254.00      3.00   -999.99        3.19
2023   07   10    00   13      -999.99      -999.99     -999.99     -999.99        26.49       986.59     1017.81      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     259.00    254.00      1.00   -999.99        3.12
2023   07   10    00   14      -999.99      -999.99     -999.99     -999.99        26.48       986.50     1017.72      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     258.00    254.00      1.00   -999.99        2.78
2023   07   10    00   15      -999.99      -999.99     -999.99     -999.99        26.46       986.45     1017.67      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     259.00    255.00      1.00   -999.99        3.29
2023   07   10    00   16      -999.99      -999.99     -999.99     -999.99        26.45       986.51     1017.73      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     260.00    254.00      2.00   -999.99        2.82
2023   07   10    00   17      -999.99      -999.99     -999.99     -999.99        26.46       986.50     1017.72      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     259.00    253.00      1.00   -999.99        3.09
2023   07   10    00   18      -999.99      -999.99     -999.99     -999.99        26.45       986.44     1017.66      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.20     0.00     259.00    254.00      1.00   -999.99        2.99
2023   07   10    00   19      -999.99      -999.99     -999.99     -999.99        26.47       986.44     1017.66      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     259.00    254.00      1.00   -999.99        3.25
2023   07   10    00   20      -999.99      -999.99     -999.99     -999.99        26.49       986.41     1017.62      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     259.00    254.00      1.00   -999.99        3.00
2023   07   10    00   21      -999.99      -999.99     -999.99     -999.99        26.50       986.36     1017.57      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     259.00    253.00      1.00   -999.99        3.52
2023   07   10    00   22      -999.99      -999.99     -999.99     -999.99        26.52       986.39     1017.60      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     260.00    253.00      2.00   -999.99        3.20
2023   07   10    00   23      -999.99      -999.99     -999.99     -999.99        26.52       986.38     1017.59      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     260.00    253.00      2.00   -999.99        3.14
2023   07   10    00   24      -999.99      -999.99     -999.99     -999.99        26.53       986.37     1017.58      274.00   -999.99   -999.99  -999.99  -999.99  -999.99     24.70  -999.99    25.30     0.00     260.00    254.00      2.00   -999.99        2.39
