year  mon  day  hour  min  bmp180_temp  bmp180_pres  bmp180_slp  bmp180_alt  bmp280_temp  bmp280_pres  bmp280_slp  bmp280_alt  bme_temp  bme_pres  bme_slp  bme_alt  bme_hum  htu_temp  htu_hum  mcp9808  tipping  vis_light  ir_light  uv_light  wind_dir  wind_speed
2017   07   05    00   00        24.80       829.09     1008.80     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.90    21.90    25.10     0.00    -999.99   -999.99   -999.99    213.70        4.08
2017   07   05    00   01        24.80       828.96     1008.64     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.90    22.10    25.10     0.00    -999.99   -999.99   -999.99    209.70        4.39
2017   07   05    00   02        24.70       829.05     1008.82     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.80    22.30    25.00     0.00    -999.99   -999.99   -999.99    228.20        3.85
2017   07   05    00   03        24.50       829.00     1008.89     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.70    22.60    24.90     0.00    -999.99   -999.99   -999.99    213.70        3.30
2017   07   05    00   04        24.60       829.05     1008.88     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.70    22.90    24.90  -999.99    -999.99   -999.99   -999.99    208.90     -999.99
2017   07   05    00   05        24.60       829.03     1008.86     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.70    22.90    24.90     0.00    -999.99   -999.99   -999.99    210.60        3.60
2017   07   05    00   06        24.60       829.07     1008.91     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.70    23.10    24.90     0.00    -999.99   -999.99   -999.99    253.80        2.79
2017   07   05    00   07        24.50       829.09     1009.00     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.50    23.60    24.90     0.00    -999.99   -999.99   -999.99    213.70        1.94
2017   07   05    00   08        24.10       829.18     1009.37     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     24.10    24.30    24.50     0.00    -999.99   -999.99   -999.99    212.40        2.56
2017   07   05    00   09        23.80       829.21     1009.60     1743.00      -999.99      -999.99     -999.99     -999.99   -999.99   -999.99  -999.99  -999.99  -999.99     23.80    24.90    24.20     0.00    -999.99   -999.99   -999.99    214.60        2.34
