year  mon  day  hour  min  bmp180_temp  bmp180_pres  bmp180_slp  bmp180_alt  bmp280_temp  bmp280_pres  bmp280_slp  bmp280_alt  bme_temp  bme_pres  bme_slp  bme_alt  bme_hum  htu_temp  htu_hum  mcp9808  tipping  vis_light  ir_light  uv_light  wind_dir  wind_speed
2022   01   21    00   00      -999.99      -999.99     -999.99     -999.99         1.53      1001.58     1021.55      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.30     0.70     0.00    -999.99   -999.99   -999.99    253.40     -999.99
2022   01   21    00   01      -999.99      -999.99     -999.99     -999.99         1.52      1001.69     1021.66      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.30     0.70     0.00    -999.99   -999.99   -999.99    294.80     -999.99
2022   01   21    00   02      -999.99      -999.99     -999.99     -999.99         1.54      1001.69     1021.66      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    78.80     0.70     0.00    -999.99   -999.99   -999.99    283.30     -999.99
2022   01   21    00   03      -999.99      -999.99     -999.99     -999.99         1.57      1001.76     1021.73      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    78.90     0.70     0.00    -999.99   -999.99   -999.99    294.80     -999.99
2022   01   21    00   04      -999.99      -999.99     -999.99     -999.99         1.59      1001.75     1021.72      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    78.80     0.80     0.00    -999.99   -999.99   -999.99    283.80     -999.99
2022   01   21    00   05      -999.99      -999.99     -999.99     -999.99         1.61      1001.80     1021.77      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.90    79.10     0.80     0.00    -999.99   -999.99   -999.99    278.00     -999.99
2022   01   21    00   06      -999.99      -999.99     -999.99     -999.99         1.51      1001.78     1021.76      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.70    79.50     0.70     0.00    -999.99   -999.99   -999.99    293.00     -999.99
2022   01   21    00   07      -999.99      -999.99     -999.99     -999.99         1.53      1001.77     1021.74      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.70    79.50     0.70     0.00    -999.99   -999.99   -999.99    263.50     -999.99
2022   01   21    00   08      -999.99      -999.99     -999.99     -999.99         1.54      1001.74     1021.71      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.60     0.70     0.00    -999.99   -999.99   -999.99    270.10     -999.99
2022   01   21    00   09      -999.99      -999.99     -999.99     -999.99         1.53      1001.79     1021.76      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.60     0.70     0.00    -999.99   -999.99   -999.99    253.40     -999.99
2022   01   21    00   10      -999.99      -999.99     -999.99     -999.99         1.52      1001.82     1021.80      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.90     0.70     0.00    -999.99   -999.99   -999.99    256.90     -999.99
2022   01   21    00   11      -999.99      -999.99     -999.99     -999.99         1.52      1001.81     1021.79      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.70    79.80     0.70     0.00    -999.99   -999.99   -999.99    293.00     -999.99
2022   01   21    00   12      -999.99      -999.99     -999.99     -999.99         1.63      1001.78     1021.75      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.90    79.30     0.70     0.00    -999.99   -999.99   -999.99    264.80     -999.99
2022   01   21    00   13      -999.99      -999.99     -999.99     -999.99         1.57      1001.73     1021.70      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.50     0.70     0.00    -999.99   -999.99   -999.99    293.00     -999.99
2022   01   21    00   14      -999.99      -999.99     -999.99     -999.99         1.53      1001.78     1021.75      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.50     0.70     0.00    -999.99   -999.99   -999.99    298.30     -999.99
2022   01   21    00   15      -999.99      -999.99     -999.99     -999.99         1.62      1001.78     1021.75      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.90    78.90     0.80     0.00    -999.99   -999.99   -999.99    284.20     -999.99
2022   01   21    00   16      -999.99      -999.99     -999.99     -999.99         1.57      1001.81     1021.78      159.00   -999.99   -999.99  -999.99  -999.99  -999.99      0.80    79.10     0.80     0.00    -999.99   -999.99   -999.99    278.90     -999.99
